Country,Period,Total Exports Value ($US),Customs Import Value (Gen) ($US)
Fiji,Mar-20,"3,526,863","15,853,234"
Fiji,Apr-20,"1,378,468","14,196,753"
Fiji,May-20,"3,521,267","15,077,690"
Fiji,Jun-20,"7,302,181","17,250,210"
Fiji,Jul-20,"2,666,416","19,490,503"
Fiji,Aug-20,"4,196,824","23,544,800"
Fiji,Sep-20,"2,222,763","16,759,084"
Fiji,Oct-20,"2,502,504","23,229,468"
Fiji,Nov-20,"2,526,185","26,615,562"
Fiji,Dec-20,"2,555,066","25,626,620"
Fiji,Jan-21,"1,836,233","15,584,506"
Fiji,Feb-21,"2,335,099","14,355,751"
Fiji,Mar-21,"6,612,776","19,598,915"
Fiji,Apr-21,"4,428,679","19,206,430"
Fiji,May-21,"91,618,227","14,941,755"
Fiji,Jun-21,"5,048,813","26,875,844"
Fiji,Jul-21,"45,824,262","14,543,635"
Fiji,Aug-21,"6,886,819","12,652,980"
Fiji,Sep-21,"3,052,477","31,248,927"
Fiji,Oct-21,"3,284,231","19,763,583"
Fiji,Nov-21,"3,734,172","30,882,548"
Fiji,Dec-21,"5,828,871","18,130,338"
Fiji,Jan-22,"6,058,577","23,150,067"
Fiji,Feb-22,"3,386,948","25,163,676"
Fiji,Mar-22,"4,274,617","18,016,181"
Fiji,Apr-22,"14,489,161","22,920,718"
Fiji,May-22,"2,667,106","31,741,221"
Fiji,Jun-22,"4,319,359","27,231,156"
Fiji,Jul-22,"4,541,268","17,479,171"
Fiji,Aug-22,"2,957,138","23,919,904"
Fiji,Sep-22,"5,745,569","21,586,005"
Fiji,Oct-22,"6,260,884","36,566,357"
Fiji,Nov-22,"5,073,369","22,545,703"
Fiji,Dec-22,"3,651,510","17,408,049"
Fiji,Jan-23,"4,397,697","24,587,262"
Fiji,Feb-23,"10,903,614","14,618,345"
Fiji,Mar-23,"13,462,104","17,720,133"
Fiji,Apr-23,"4,253,927","19,917,772"
Fiji,May-23,"7,195,627","26,139,298"
Fiji,Jun-23,"5,013,827","19,175,690"
Fiji,Jul-23,"6,068,139","23,606,337"
Fiji,Aug-23,"6,711,167","19,038,195"
Fiji,Sep-23,"6,159,124","19,020,534"
Fiji,Oct-23,"19,719,236","31,857,859"
Fiji,Nov-23,"8,596,642","24,654,398"
Fiji,Dec-23,"8,136,044","18,322,876"
Finland,Jan-15,"141,194,691","408,308,174"
Finland,Feb-15,"97,905,100","335,627,058"
Finland,Mar-15,"125,060,042","405,644,748"
Finland,Apr-15,"158,591,884","356,918,552"
Finland,May-15,"129,718,529","368,116,608"
Finland,Jun-15,"115,183,379","399,856,416"
Finland,Jul-15,"166,125,175","450,660,212"
Finland,Aug-15,"106,535,779","389,857,925"
Finland,Sep-15,"190,397,089","323,462,991"
Finland,Oct-15,"103,799,995","422,285,254"
Finland,Nov-15,"115,846,595","351,096,020"
Finland,Dec-15,"109,487,846","298,601,035"
Finland,Jan-16,"106,650,361","289,722,264"
Finland,Feb-16,"106,032,690","341,383,834"
Finland,Mar-16,"141,625,840","390,221,251"
Finland,Apr-16,"127,938,884","340,231,740"
Finland,May-16,"121,152,782","363,744,850"
Finland,Jun-16,"100,733,880","423,845,750"
Finland,Jul-16,"101,200,466","433,999,352"
Finland,Aug-16,"155,456,528","426,187,435"
Finland,Sep-16,"107,652,418","366,845,481"
Finland,Oct-16,"117,778,964","387,889,092"
Finland,Nov-16,"140,480,113","428,335,145"
Finland,Dec-16,"171,037,523","380,403,343"
Finland,Jan-17,"152,973,916","328,025,891"
Finland,Feb-17,"105,809,496","357,774,554"
Finland,Mar-17,"114,443,394","364,178,867"
Finland,Apr-17,"93,075,691","442,701,596"
Finland,May-17,"138,338,753","480,995,670"
Finland,Jun-17,"95,538,906","572,971,444"
Finland,Jul-17,"117,159,151","585,173,028"
Finland,Aug-17,"164,196,610","516,081,004"
Finland,Sep-17,"168,880,185","525,900,025"
Finland,Oct-17,"136,241,824","635,872,911"
Finland,Nov-17,"120,435,452","547,999,924"
Finland,Dec-17,"102,444,329","535,110,571"
Finland,Jan-18,"110,709,597","557,657,052"
Finland,Feb-18,"149,536,753","582,406,990"
Finland,Mar-18,"145,753,721","711,240,055"
Finland,Apr-18,"132,588,261","601,481,683"
Finland,May-18,"171,186,727","600,748,246"
Finland,Jun-18,"201,456,125","643,837,242"
Finland,Jul-18,"165,083,462","552,017,872"
Finland,Aug-18,"216,671,908","618,455,485"
Finland,Sep-18,"179,918,980","612,211,428"
Finland,Oct-18,"149,833,180","623,714,670"
Finland,Nov-18,"141,888,289","565,151,218"
Finland,Dec-18,"116,353,351","492,548,684"
Finland,Jan-19,"122,635,477","437,741,602"
Finland,Feb-19,"124,707,404","494,437,255"
Finland,Mar-19,"158,554,749","614,984,332"
Finland,Apr-19,"147,073,966","670,059,682"
Finland,May-19,"157,956,488","752,404,496"
Finland,Jun-19,"149,745,171","589,350,918"
Finland,Jul-19,"226,099,666","593,871,221"
Finland,Aug-19,"180,075,928","430,852,453"
Finland,Sep-19,"131,011,516","388,424,008"
Finland,Oct-19,"145,003,836","490,692,886"
Finland,Nov-19,"113,941,300","429,422,747"
Finland,Dec-19,"111,748,792","492,529,475"
Finland,Jan-20,"98,880,922","375,196,616"
Finland,Feb-20,"116,690,722","333,782,257"
Finland,Mar-20,"139,577,348","449,394,226"
Finland,Apr-20,"132,743,462","375,840,912"
Finland,May-20,"114,521,087","361,503,129"
Finland,Jun-20,"134,776,894","360,701,932"
Finland,Jul-20,"120,835,153","339,522,232"
Finland,Aug-20,"198,018,045","368,912,822"
Finland,Sep-20,"114,308,718","378,480,388"
Finland,Oct-20,"150,986,255","562,312,639"
Finland,Nov-20,"105,744,442","437,738,569"
Finland,Dec-20,"168,158,984","582,694,052"
Finland,Jan-21,"96,136,665","478,458,743"
Finland,Feb-21,"101,779,865","475,582,907"
Finland,Mar-21,"112,655,943","538,909,023"
Finland,Apr-21,"211,668,426","636,844,271"
Finland,May-21,"162,993,237","458,113,561"
Finland,Jun-21,"122,569,787","507,723,537"
Finland,Jul-21,"154,317,262","639,166,941"
Finland,Aug-21,"130,615,096","524,309,485"
Finland,Sep-21,"187,843,813","482,544,894"
Finland,Oct-21,"185,277,558","507,262,177"
Finland,Nov-21,"135,936,672","830,290,173"
Finland,Dec-21,"125,289,401","684,717,137"
Finland,Jan-22,"99,186,149","618,033,848"
Finland,Feb-22,"152,957,146","681,293,640"
Finland,Mar-22,"191,888,186","586,298,620"
Finland,Apr-22,"187,938,780","853,092,945"
Finland,May-22,"285,579,275","814,719,118"
Finland,Jun-22,"220,048,086","963,387,115"
Finland,Jul-22,"253,796,256","717,124,771"
Finland,Aug-22,"272,054,184","797,016,130"
Finland,Sep-22,"365,936,578","590,177,622"
Finland,Oct-22,"284,663,461","747,032,212"
Finland,Nov-22,"198,609,227","664,349,493"
Finland,Dec-22,"136,532,599","674,301,987"
Finland,Jan-23,"212,685,790","694,535,596"
Finland,Feb-23,"190,026,059","696,237,819"
Finland,Mar-23,"374,135,312","479,651,622"
Finland,Apr-23,"243,657,809","566,502,363"
Finland,May-23,"439,817,543","627,303,565"
Finland,Jun-23,"221,769,778","693,365,860"
Finland,Jul-23,"232,135,781","584,287,573"
Finland,Aug-23,"233,087,305","646,195,632"
Finland,Sep-23,"192,017,848","608,012,324"
Finland,Oct-23,"240,448,131","555,390,556"
Finland,Nov-23,"160,128,680","670,027,889"
Finland,Dec-23,"212,521,714","548,102,600"
France,Jan-15,"2,507,461,737","3,545,295,313"
France,Feb-15,"2,344,501,193","3,504,551,016"
France,Mar-15,"2,608,595,380","4,156,071,816"
France,Apr-15,"2,750,998,116","4,015,900,056"
France,May-15,"2,637,284,060","3,786,689,383"
France,Jun-15,"2,587,808,575","4,283,222,841"
France,Jul-15,"2,613,775,990","4,309,719,981"
France,Aug-15,"2,330,686,838","3,881,500,179"
France,Sep-15,"2,292,039,577","3,490,565,597"
France,Oct-15,"2,601,941,055","4,452,988,218"
France,Nov-15,"2,325,790,515","4,394,307,177"
France,Dec-15,"2,425,427,097","3,987,968,502"
France,Jan-16,"2,248,851,348","3,308,661,088"
France,Feb-16,"2,359,914,030","3,868,701,160"
France,Mar-16,"2,977,656,260","4,271,958,117"
France,Apr-16,"2,783,279,249","4,295,913,506"
France,May-16,"2,452,567,675","3,425,111,389"
France,Jun-16,"2,555,104,774","4,207,262,500"
France,Jul-16,"2,851,221,010","3,921,783,424"
France,Aug-16,"2,294,220,866","4,237,508,575"
France,Sep-16,"2,750,825,766","3,526,023,950"
France,Oct-16,"2,670,690,632","4,390,166,692"
France,Nov-16,"2,259,151,356","3,673,704,614"
France,Dec-16,"2,944,884,120","3,581,848,856"
France,Jan-17,"2,408,190,862","3,781,443,204"
France,Feb-17,"2,491,521,796","3,624,791,053"
France,Mar-17,"3,483,209,439","3,879,849,228"
France,Apr-17,"2,773,443,956","3,687,994,962"
France,May-17,"2,556,964,203","4,215,613,894"
France,Jun-17,"2,519,605,103","3,834,819,124"
France,Jul-17,"2,567,811,248","3,906,900,654"
France,Aug-17,"2,949,496,948","3,831,422,532"
France,Sep-17,"3,119,368,946","3,980,058,946"
France,Oct-17,"3,067,565,520","5,077,382,284"
France,Nov-17,"2,932,529,523","4,646,033,082"
France,Dec-17,"2,725,267,597","4,443,294,983"
France,Jan-18,"2,360,462,846","3,621,176,088"
France,Feb-18,"2,624,824,460","3,830,746,006"
France,Mar-18,"3,156,333,464","4,693,072,308"
France,Apr-18,"3,234,085,355","4,810,733,557"
France,May-18,"3,227,169,112","4,418,519,401"
France,Jun-18,"3,817,456,332","4,344,599,982"
France,Jul-18,"2,714,290,237","4,645,911,403"
France,Aug-18,"3,078,459,636","4,183,066,364"
France,Sep-18,"2,968,213,302","3,942,372,718"
France,Oct-18,"3,438,475,892","4,986,715,615"
France,Nov-18,"3,088,877,647","4,592,002,030"
France,Dec-18,"2,897,093,014","4,424,867,015"
France,Jan-19,"3,131,456,527","4,152,040,486"
France,Feb-19,"3,000,313,994","4,983,395,284"
France,Mar-19,"3,586,622,934","4,942,872,989"
France,Apr-19,"3,371,036,035","5,637,604,994"
France,May-19,"3,201,492,103","5,162,916,579"
France,Jun-19,"3,138,706,954","4,706,812,875"
France,Jul-19,"2,551,242,860","4,932,479,328"
France,Aug-19,"3,017,380,217","4,327,644,827"
France,Sep-19,"2,879,708,420","4,353,587,694"
France,Oct-19,"3,544,686,073","6,090,312,598"
France,Nov-19,"2,963,325,481","4,273,593,236"
France,Dec-19,"3,290,678,533","4,032,623,904"
France,Jan-20,"3,069,863,549","3,621,658,344"
France,Feb-20,"3,261,348,789","3,558,463,799"
France,Mar-20,"3,465,445,823","4,263,765,427"
France,Apr-20,"1,550,360,010","3,059,165,531"
France,May-20,"1,527,629,445","2,507,483,689"
France,Jun-20,"1,821,058,604","3,034,006,652"
France,Jul-20,"1,924,142,920","4,755,746,478"
France,Aug-20,"1,768,813,897","3,818,286,788"
France,Sep-20,"2,347,993,393","3,292,566,282"
France,Oct-20,"2,348,088,897","3,348,108,083"
France,Nov-20,"2,016,748,578","3,790,646,997"
France,Dec-20,"2,210,715,500","3,920,483,279"
France,Jan-21,"1,928,808,534","3,736,570,694"
France,Feb-21,"2,023,445,423","4,330,393,521"
France,Mar-21,"2,475,466,597","4,110,343,317"
France,Apr-21,"2,432,840,610","4,485,177,409"
France,May-21,"2,495,731,855","3,906,187,843"
France,Jun-21,"2,517,209,557","4,381,789,033"
France,Jul-21,"2,192,989,236","4,426,994,019"
France,Aug-21,"2,524,972,017","3,821,200,544"
France,Sep-21,"2,629,572,006","4,209,667,279"
France,Oct-21,"3,053,988,321","4,484,435,845"
France,Nov-21,"2,573,121,561","4,177,168,752"
France,Dec-21,"3,055,742,894","4,072,278,237"
France,Jan-22,"3,182,343,154","3,872,543,260"
France,Feb-22,"3,319,077,718","3,863,166,484"
France,Mar-22,"4,232,097,532","4,689,933,030"
France,Apr-22,"3,756,827,836","5,320,355,412"
France,May-22,"4,302,310,005","4,679,073,405"
France,Jun-22,"4,237,253,209","5,131,645,944"
France,Jul-22,"3,570,581,437","4,808,659,667"
France,Aug-22,"3,588,799,654","4,499,244,278"
France,Sep-22,"4,699,742,442","4,918,171,613"
France,Oct-22,"3,756,099,407","5,942,613,040"
France,Nov-22,"3,876,303,935","4,722,460,304"
France,Dec-22,"3,774,762,224","4,781,509,539"
France,Jan-23,"3,576,005,371","4,847,241,366"
France,Feb-23,"3,623,060,831","4,103,451,061"
France,Mar-23,"3,649,554,450","4,669,113,829"
France,Apr-23,"3,463,025,510","4,728,941,460"
France,May-23,"3,631,500,007","5,324,576,612"
France,Jun-23,"3,621,235,339","4,903,176,478"
France,Jul-23,"3,542,854,711","4,579,000,866"
France,Aug-23,"3,517,813,513","5,317,040,472"
France,Sep-23,"3,795,495,388","4,093,680,218"
France,Oct-23,"3,966,405,292","5,652,282,937"
France,Nov-23,"3,966,166,182","4,582,832,314"
France,Dec-23,"4,013,764,010","4,811,194,069"
French Guiana,Jan-15,"1,017,866","2,526"
French Guiana,Feb-15,"128,965,652","2,581"
French Guiana,Mar-15,"1,682,337","3,010"
French Guiana,Apr-15,"2,629,019","1,267"
French Guiana,May-15,"259,689,802","1,626"
French Guiana,Jun-15,"1,697,828","7,798"
French Guiana,Jul-15,"118,252,387",
French Guiana,Aug-15,"281,323,446",250
French Guiana,Sep-15,"2,120,027",
French Guiana,Oct-15,"1,182,469",
French Guiana,Nov-15,"6,365,431","1,445"
French Guiana,Dec-15,"268,716,503","22,421"
French Guiana,Jan-16,"1,315,051","58,495"
French Guiana,Feb-16,"204,163,425","76,184"
French Guiana,Mar-16,"1,481,439","2,393"
French Guiana,Apr-16,"232,769,029",252
French Guiana,May-16,"97,567,257","79,191"
French Guiana,Jun-16,"3,650,929","32,960"
French Guiana,Jul-16,"94,990,935","25,067"
French Guiana,Aug-16,"28,771,180","28,211"
French Guiana,Sep-16,"5,552,271",
French Guiana,Oct-16,"3,095,008","18,254"
French Guiana,Nov-16,"2,938,093","14,990"
French Guiana,Dec-16,"1,725,470","10,673"
French Guiana,Jan-17,"4,986,216","16,288"
French Guiana,Feb-17,"1,747,659","21,468"
French Guiana,Mar-17,"2,726,777","1,417,779"
French Guiana,Apr-17,"1,507,335","73,221"
French Guiana,May-17,"1,299,430","7,975"
French Guiana,Jun-17,"1,656,363","130,049"
French Guiana,Jul-17,"1,982,708","1,389,692"
French Guiana,Aug-17,"929,726","2,302"
French Guiana,Sep-17,"2,608,277","1,346"
French Guiana,Oct-17,"1,165,356","14,417"
French Guiana,Nov-17,"136,866,734","109,207"
French Guiana,Dec-17,"5,266,649","3,982"
French Guiana,Jan-18,"2,873,229","14,370"
French Guiana,Feb-18,"191,377,096","228,646"
French Guiana,Mar-18,"4,762,610","523,919"
French Guiana,Apr-18,"925,926","100,096"
French Guiana,May-18,"5,537,876","4,585"
French Guiana,Jun-18,"1,187,773","32,371"
French Guiana,Jul-18,"888,431","2,653"
French Guiana,Aug-18,"663,625","24,995"
French Guiana,Sep-18,"2,854,474","129,830"
French Guiana,Oct-18,"2,112,264","5,402"
French Guiana,Nov-18,"15,093,501","8,267"
French Guiana,Dec-18,"1,861,918","15,609"
French Guiana,Jan-19,"6,231,071","8,222"
French Guiana,Feb-19,"2,169,979","5,220"
French Guiana,Mar-19,"2,454,038","2,235"
French Guiana,Apr-19,"11,470,159","7,081"
French Guiana,May-19,"132,791,679","64,105"
French Guiana,Jun-19,"164,251,985","158,084"
French Guiana,Jul-19,"634,004","14,774"
French Guiana,Aug-19,"6,356,519","42,682"
French Guiana,Sep-19,"442,822","13,926"
French Guiana,Oct-19,"817,491","14,979"
French Guiana,Nov-19,"3,119,387",52
French Guiana,Dec-19,"1,494,530","1,446"
French Guiana,Jan-20,"359,694,058","17,007"
French Guiana,Feb-20,"13,999,981","113,496"
French Guiana,Mar-20,"1,524,072","286,826"
French Guiana,Apr-20,"1,598,460","5,577,331"
French Guiana,May-20,"663,632",
French Guiana,Jun-20,"1,107,414","116,783"
French Guiana,Jul-20,"97,430,240",338
French Guiana,Aug-20,"1,453,719","2,874"
French Guiana,Sep-20,"715,980",2
French Guiana,Oct-20,"943,779","4,432"
French Guiana,Nov-20,"649,793","1,494"
French Guiana,Dec-20,"2,794,973","10,953"
French Guiana,Jan-21,"3,347,450","110,034"
French Guiana,Feb-21,"1,991,380","1,084"
French Guiana,Mar-21,"905,067","11,428"
French Guiana,Apr-21,"1,329,153","15,400"
French Guiana,May-21,"1,201,877","3,865"
French Guiana,Jun-21,"162,498,830","3,854"
French Guiana,Jul-21,"3,494,894","47,986"
French Guiana,Aug-21,"1,913,755",9
French Guiana,Sep-21,"5,065,550","15,403"
French Guiana,Oct-21,"7,644,372",
French Guiana,Nov-21,"1,303,692","33,804"
French Guiana,Dec-21,"192,177","241,261"
French Guiana,Jan-22,"44,425,605","602,331"
French Guiana,Feb-22,"374,650","55,870"
French Guiana,Mar-22,"1,119,409","285,254"
French Guiana,Apr-22,"2,127,726",
French Guiana,May-22,"6,323,027","2,687"
French Guiana,Jun-22,"3,905,420","7,991"
French Guiana,Jul-22,"1,362,132",21
French Guiana,Aug-22,"678,669","1,362"
French Guiana,Sep-22,"880,934",66
French Guiana,Oct-22,"113,996,020","5,400"
French Guiana,Nov-22,"112,035,155","70,516"
French Guiana,Dec-22,"643,989","13,689"
French Guiana,Jan-23,"1,307,045","122,885"
French Guiana,Feb-23,"1,394,944","5,016"
French Guiana,Mar-23,"1,123,940","37,841"
French Guiana,Apr-23,"1,216,511","16,250"
French Guiana,May-23,"880,056","13,225"
French Guiana,Jun-23,"972,877",10
French Guiana,Jul-23,"398,516","87,412"
French Guiana,Aug-23,"779,108","79,105"
French Guiana,Sep-23,"3,909,031",412
French Guiana,Oct-23,"678,782",241
French Guiana,Nov-23,"1,108,889","15,937"
French Guiana,Dec-23,"534,023","198,446"
French Polynesia,Jan-15,"10,578,253","3,793,084"
French Polynesia,Feb-15,"9,264,326","1,788,247"
French Polynesia,Mar-15,"14,529,726","2,857,627"
French Polynesia,Apr-15,"9,347,365","2,792,861"
French Polynesia,May-15,"10,968,894","4,230,300"
French Polynesia,Jun-15,"9,766,610","4,623,626"
French Polynesia,Jul-15,"9,664,871","9,195,123"
French Polynesia,Aug-15,"9,497,110","3,063,957"
French Polynesia,Sep-15,"9,007,342","2,314,828"
French Polynesia,Oct-15,"10,667,888","3,213,564"
French Polynesia,Nov-15,"9,575,995","3,248,873"
French Polynesia,Dec-15,"7,173,599","1,908,467"
French Polynesia,Jan-16,"7,104,829","2,677,505"
French Polynesia,Feb-16,"8,464,381","3,415,967"
French Polynesia,Mar-16,"9,412,153","2,995,649"
French Polynesia,Apr-16,"8,158,280","3,891,498"
French Polynesia,May-16,"7,931,460","3,067,266"
French Polynesia,Jun-16,"6,648,861","2,231,586"
French Polynesia,Jul-16,"8,053,185","3,092,718"
French Polynesia,Aug-16,"9,050,321","2,322,834"
French Polynesia,Sep-16,"11,367,571","2,794,774"
French Polynesia,Oct-16,"7,959,524","2,098,886"
French Polynesia,Nov-16,"8,288,877","3,524,351"
French Polynesia,Dec-16,"7,601,045","1,389,234"
French Polynesia,Jan-17,"7,409,049","2,091,207"
French Polynesia,Feb-17,"8,784,525","12,618,539"
French Polynesia,Mar-17,"9,999,193","2,550,230"
French Polynesia,Apr-17,"10,802,074","3,135,454"
French Polynesia,May-17,"8,322,852","3,188,772"
French Polynesia,Jun-17,"17,222,374","1,689,294"
French Polynesia,Jul-17,"8,127,637","11,067,480"
French Polynesia,Aug-17,"9,788,875","1,930,482"
French Polynesia,Sep-17,"10,245,383","3,052,875"
French Polynesia,Oct-17,"10,887,182","2,458,171"
French Polynesia,Nov-17,"8,499,364","3,531,887"
French Polynesia,Dec-17,"9,709,985","1,857,435"
French Polynesia,Jan-18,"7,855,784","2,958,964"
French Polynesia,Feb-18,"8,073,739","7,559,081"
French Polynesia,Mar-18,"9,544,322","2,892,308"
French Polynesia,Apr-18,"9,920,030","1,990,960"
French Polynesia,May-18,"10,727,465","2,648,338"
French Polynesia,Jun-18,"9,516,745","2,353,872"
French Polynesia,Jul-18,"11,079,560","2,832,066"
French Polynesia,Aug-18,"9,588,075","2,218,213"
French Polynesia,Sep-18,"11,419,383","2,210,577"
French Polynesia,Oct-18,"171,111,353","2,875,675"
French Polynesia,Nov-18,"12,518,240","3,229,636"
French Polynesia,Dec-18,"16,358,163","2,351,469"
French Polynesia,Jan-19,"166,113,934","2,573,191"
French Polynesia,Feb-19,"11,127,259","2,356,543"
French Polynesia,Mar-19,"11,271,749","3,777,977"
French Polynesia,Apr-19,"9,589,374","2,624,400"
French Polynesia,May-19,"13,741,380","2,831,566"
French Polynesia,Jun-19,"178,878,711","2,318,269"
French Polynesia,Jul-19,"10,027,655","1,860,332"
French Polynesia,Aug-19,"181,118,007","4,879,666"
French Polynesia,Sep-19,"13,664,787","2,932,250"
French Polynesia,Oct-19,"11,031,118","2,913,184"
French Polynesia,Nov-19,"11,931,210","2,822,582"
French Polynesia,Dec-19,"32,431,745","19,536,290"
French Polynesia,Jan-20,"9,184,955","2,556,236"
French Polynesia,Feb-20,"7,134,953","2,529,372"
French Polynesia,Mar-20,"12,633,864","2,381,600"
French Polynesia,Apr-20,"7,365,308","432,238"
French Polynesia,May-20,"7,529,796","949,348"
French Polynesia,Jun-20,"5,184,456","684,323"
French Polynesia,Jul-20,"25,282,797","1,604,790"
French Polynesia,Aug-20,"13,693,649","1,301,353"
French Polynesia,Sep-20,"7,689,875","1,779,663"
French Polynesia,Oct-20,"12,597,443","2,390,696"
French Polynesia,Nov-20,"10,013,839","2,158,930"
French Polynesia,Dec-20,"8,160,615","1,575,485"
French Polynesia,Jan-21,"10,396,227","1,419,436"
French Polynesia,Feb-21,"9,191,080","46,287,715"
French Polynesia,Mar-21,"9,190,530","2,281,337"
French Polynesia,Apr-21,"8,944,139","1,973,316"
French Polynesia,May-21,"12,549,157","3,020,749"
French Polynesia,Jun-21,"11,142,580","5,852,263"
French Polynesia,Jul-21,"11,292,991","2,481,285"
French Polynesia,Aug-21,"11,345,727","4,726,341"
French Polynesia,Sep-21,"15,316,171","3,087,511"
French Polynesia,Oct-21,"10,778,670","3,928,435"
French Polynesia,Nov-21,"10,734,146","3,411,145"
French Polynesia,Dec-21,"8,112,027","3,095,744"
French Polynesia,Jan-22,"16,099,948","2,796,243"
French Polynesia,Feb-22,"11,143,378","2,651,805"
French Polynesia,Mar-22,"10,256,115","3,567,326"
French Polynesia,Apr-22,"13,509,151","2,787,379"
French Polynesia,May-22,"10,076,223","3,067,624"
French Polynesia,Jun-22,"15,104,192","3,565,151"
French Polynesia,Jul-22,"15,574,851","3,361,343"
French Polynesia,Aug-22,"11,201,973","3,634,992"
French Polynesia,Sep-22,"11,540,569","3,859,648"
French Polynesia,Oct-22,"10,544,779","5,344,669"
French Polynesia,Nov-22,"13,575,312","3,949,430"
French Polynesia,Dec-22,"9,107,085","3,257,677"
French Polynesia,Jan-23,"10,702,752","2,783,474"
French Polynesia,Feb-23,"8,936,922","1,631,412"
French Polynesia,Mar-23,"14,594,384","4,089,534"
French Polynesia,Apr-23,"15,608,643","3,354,248"
French Polynesia,May-23,"11,532,415","3,677,124"
French Polynesia,Jun-23,"11,936,306","4,236,167"
French Polynesia,Jul-23,"15,087,865","2,731,245"
French Polynesia,Aug-23,"15,985,824","5,691,309"
French Polynesia,Sep-23,"17,761,683","3,765,039"
French Polynesia,Oct-23,"15,616,118","3,110,876"
French Polynesia,Nov-23,"9,732,491","3,506,142"
French Polynesia,Dec-23,"16,472,434","2,954,390"
French Southern and Antarctic Lands,Jan-15,"1,084,365",251
French Southern and Antarctic Lands,Feb-15,"788,039","4,902"
French Southern and Antarctic Lands,Mar-15,"522,066",56
French Southern and Antarctic Lands,Apr-15,"360,128",43
French Southern and Antarctic Lands,May-15,"626,156",841
French Southern and Antarctic Lands,Jun-15,"303,755",22
French Southern and Antarctic Lands,Jul-15,"425,130","7,200"
French Southern and Antarctic Lands,Aug-15,"142,380",11
French Southern and Antarctic Lands,Sep-15,"180,999",14
French Southern and Antarctic Lands,Oct-15,"1,108,907",5
French Southern and Antarctic Lands,Nov-15,"1,230,039",390
French Southern and Antarctic Lands,Dec-15,"1,254,638",218
French Southern and Antarctic Lands,Jan-16,"376,740",17
French Southern and Antarctic Lands,Feb-16,"930,016",670
French Southern and Antarctic Lands,Mar-16,"131,999",112
French Southern and Antarctic Lands,Apr-16,"104,137",936
French Southern and Antarctic Lands,May-16,"276,309","58,315"
French Southern and Antarctic Lands,Jun-16,"368,055",24
French Southern and Antarctic Lands,Jul-16,"193,040",652
French Southern and Antarctic Lands,Aug-16,"35,934",715
